datestop=5172014, pct=120, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5152014, pct=102, crimsusp=BURG, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BK, build=T, premname=STREET/SIDEWALK, city=QUEENS
datestop=5262014, pct=114, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=F, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5272014, pct=73, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5222014, pct=44, crimsusp=ROBBERY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SREET, city=BRONX
datestop=5282014, pct=120, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=STATEN ISLAND
datestop=5302014, pct=34, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=MANHATTAN
datestop=5132014, pct=10, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=XX, eyecolor=BR, build=T, premname=RESIDENTIAL, city=MANHATTAN
datestop=5242014, pct=60, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=, city=BROOKLYN
datestop=5202014, pct=60, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=F, race=W, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BR, eyecolor=BR, build=M, premname=, city=BROOKLYN
datestop=5112014, pct=73, crimsusp=CRIM TRES, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=XX, eyecolor=BK, build=M, premname=HALLWAY, city=BROOKLYN
datestop=5232014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5032014, pct=24, crimsusp=CT, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=LOBBY, city=MANHATTAN
datestop=5262014, pct=73, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=R/O, city=BROOKLYN
datestop=5072014, pct=66, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=U, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5242014, pct=26, crimsusp=CT, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BR, eyecolor=BR, build=T, premname=, city=MANHATTAN
datestop=5122014, pct=71, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=PEDESTRIAN WALKWAY, city=BROOKLYN
datestop=5232014, pct=101, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STORE, city=QUEENS
datestop=5282014, pct=52, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5092014, pct=123, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BR, eyecolor=BR, build=T, premname=PARK & RIDE, city=STATEN ISLAND
datestop=5282014, pct=83, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BK, build=T, premname=STREET, city=BROOKLYN
datestop=5312014, pct=14, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BR, eyecolor=BR, build=M, premname=PUBLIC STREET, city=MANHATTAN
datestop=5282014, pct=42, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BK, build=T, premname=STREET, city=BRONX
datestop=5142014, pct=114, crimsusp=FEL, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=W, agerange=30-39, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BR, eyecolor=GY, build=M, premname=APT BUILDING FIRE ESCAPE, city=QUEENS
datestop=5242014, pct=79, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5292014, pct=84, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=F, race=Q, agerange=50+, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5202014, pct=44, crimsusp=MISD/AUTO STRIPPING, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=BY TRAN ENTRANCE, city=BRONX
datestop=5262014, pct=73, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=R/O, city=BROOKLYN
datestop=5212014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5182014, pct=43, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BA, eyecolor=BR, build=M, premname=LOBBY, city=BRONX
datestop=5052014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5242014, pct=66, crimsusp=FEL, typeofid=O, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=Y, sex=M, race=W, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5122014, pct=103, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=Y, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=Z, premname=RESIDENTIAL STREET, city=QUEENS
datestop=5232014, pct=41, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5062014, pct=83, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5312014, pct=105, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=PARK/SCHOOL, city=QUEENS
datestop=5172014, pct=73, crimsusp=CPM, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=HALLWAY, city=BROOKLYN
datestop=5232014, pct=120, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=RESIDENTIAL, city=STATEN ISLAND
datestop=5312014, pct=102, crimsusp=BURG, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5102014, pct=107, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5242014, pct=121, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=PUBLIC SIDEWALK, city=STATEN ISLAND
datestop=5212014, pct=113, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=, city=QUEENS
datestop=5302014, pct=49, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5302014, pct=121, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=STATEN ISLAND
datestop=5102014, pct=70, crimsusp=FELONY/BURG, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5172014, pct=122, crimsusp=GLA, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BR, eyecolor=BR, build=M, premname=RESID, city=STATEN ISLAND
datestop=5252014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BK, build=M, premname=STREET, city=QUEENS
datestop=5232014, pct=120, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=M, premname=RESIDENTIAL, city=STATEN ISLAND
datestop=5242014, pct=66, crimsusp=FEL, typeofid=O, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=Y, sex=F, race=W, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5082014, pct=44, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BK, build=T, premname=STREET, city=BRONX
datestop=5292014, pct=84, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5292014, pct=122, crimsusp=CSCS, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=H, premname=STREET, city=STATEN ISLAND
datestop=5242014, pct=79, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=OUTSIDE OF HOUSING IN STR, city=BROOKLYN
datestop=5222014, pct=40, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=COMMERCIAL, city=BRONX
datestop=5302014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=CAR, city=STATEN ISLAND
datestop=5272014, pct=25, crimsusp=ASSAULT, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=XX, eyecolor=BR, build=M, premname=PIZZA SHOP, city=MANHATTAN
datestop=5262014, pct=25, crimsusp=MISD, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=50+, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=T, premname="HALLWAY, city=
datestop=5282014, pct=62, crimsusp=CPCS, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5252014, pct=114, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5242014, pct=79, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=HOUSING IN STREET, city=BROOKLYN
datestop=5162014, pct=9, crimsusp=CRIM TRES, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=Y, contrabn=N, sex=M, race=B, agerange=50+, htrange=6'0''- 6'5'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=STAIRWELL, city=MANHATTAN
datestop=5052014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=STATEN ISLAND
datestop=5062014, pct=120, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5282014, pct=84, crimsusp=ASSAULT (MISD), typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5182014, pct=122, crimsusp=BURG, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=50+, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5242014, pct=73, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5282014, pct=83, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5282014, pct=26, crimsusp=FELONY ASSAULT, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=250+, haircolor=BK, eyecolor=BR, build=H, premname=F/O RIVERSIDE CHURCH, city=MANHATTAN
datestop=5242014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5012014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5302014, pct=47, crimsusp=FEL, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BK, build=U, premname=STREET, city=BRONX
datestop=5252014, pct=43, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BK, build=H, premname=LOBBY, city=BRONX
datestop=5262014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5272014, pct=123, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5252014, pct=75, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=HALLWAYS, city=BROOKLYN
datestop=5152014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=F, race=A, agerange=40-49, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5312014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=50+, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5232014, pct=79, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BR, eyecolor=HA, build=H, premname=SIDEWALK, city=BROOKLYN
datestop=5312014, pct=121, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5302014, pct=111, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5262014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5202014, pct=122, crimsusp=BURG, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=30-39, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=M, premname=RESIDENTIAL, city=STATEN ISLAND
datestop=5102014, pct=113, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=PARKING LOT (CAR), city=QUEENS
datestop=5032014, pct=14, crimsusp=ASSAULT 3, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BK, build=T, premname=MEZZANINE (POST 0413), city=MANHATTAN
datestop=5272014, pct=45, crimsusp=FELONY, typeofid=O, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=BUSINESS, city=BRONX
datestop=5112014, pct=70, crimsusp=MIS/PETIT LARCENY, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=SP, eyecolor=BR, build=M, premname=DEPARTMENT STORE, city=BROOKLYN
datestop=5222014, pct=102, crimsusp=BURG, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5312014, pct=7, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=250+, haircolor=BK, eyecolor=BR, build=H, premname=DELI, city=MANHATTAN
datestop=5132014, pct=107, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5312014, pct=25, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=T, premname=BUILDING STAIRWELL, city=MANHATTAN
datestop=5212014, pct=114, crimsusp=FEL, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5112014, pct=26, crimsusp=CRIMINAL MISCHIEF, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=LOBBY, city=MANHATTAN
datestop=5252014, pct=123, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5222014, pct=107, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5222014, pct=49, crimsusp=GAMBLING, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5242014, pct=120, crimsusp=GRAND LARCENY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=RESIDENTIAL, city=STATEN ISLAND
